split,epoch,image_idx,accuracy,dice,iou,precision,recall,sensitivity,specificity,auc
train,4,2,0.8887871636284722,0.0,0.0,0.0,0.0,0.0,0.999999999999982,0.5
train,4,3,0.8882666693793403,0.0,0.0,0.0,0.0,0.0,0.999999999999982,0.5
train,4,4,0.8675011528862847,0.0,0.0,0.0,0.0,0.0,0.9999999999999818,0.5
train,4,5,0.8386908637152778,0.0,0.0,0.0,0.0,0.0,0.9999999999999816,0.5
train,4,6,0.8558875189887153,0.0,0.0,0.0,0.0,0.0,0.9999999999999817,0.5
train,4,7,0.8589986165364584,0.0,0.0,0.0,0.0,0.0,0.9999999999999818,0.5
train,4,8,0.8469458685980903,0.0,0.0,0.0,0.0,0.0,0.9999999999999816,0.5
train,4,9,0.9073842366536459,0.0,0.0,0.0,0.0,0.0,0.9999999999999822,0.5
train,4,10,0.8546702067057291,0.0,0.0,0.0,0.0,0.0,0.9999999999999817,0.5
train,4,11,0.8442043728298612,0.0,0.0,0.0,0.0,0.0,0.9999999999999816,0.5
train,4,12,0.9047342936197916,0.0,0.0,0.0,0.0,0.0,0.9999999999999822,0.5
train,4,13,0.8774651421440972,0.0,0.0,0.0,0.0,0.0,0.9999999999999819,0.5
train,4,14,0.8498653835720487,0.0,0.0,0.0,0.0,0.0,0.9999999999999817,0.5
train,4,15,0.889984130859375,0.0,0.0,0.0,0.0,0.0,0.999999999999982,0.5
train,4,16,0.8554772271050347,0.0,0.0,0.0,0.0,0.0,0.9999999999999817,0.5
train,4,17,0.860260009765625,0.0,0.0,0.0,0.0,0.0,0.9999999999999818,0.5
train,5,0,0.9002651638454862,0.0,0.0,0.0,0.0,0.0,0.9999999999999821,0.5
train,5,1,0.8469458685980903,0.0,0.0,0.0,0.0,0.0,0.9999999999999816,0.5
train,5,2,0.9077962239583334,0.0,0.0,0.0,0.0,0.0,0.9999999999999822,0.5
train,5,3,0.8498653835720487,0.0,0.0,0.0,0.0,0.0,0.9999999999999817,0.5
train,5,4,0.8554772271050347,0.0,0.0,0.0,0.0,0.0,0.9999999999999817,0.5
train,5,5,0.8882666693793403,0.0,0.0,0.0,0.0,0.0,0.999999999999982,0.5
train,5,6,0.8675011528862847,0.0,0.0,0.0,0.0,0.0,0.9999999999999818,0.5
train,5,7,0.889984130859375,0.0,0.0,0.0,0.0,0.0,0.999999999999982,0.5
train,5,8,0.8887871636284722,0.0,0.0,0.0,0.0,0.0,0.999999999999982,0.5
train,5,9,0.9073842366536459,0.0,0.0,0.0,0.0,0.0,0.9999999999999822,0.5
train,5,10,0.860260009765625,0.0,0.0,0.0,0.0,0.0,0.9999999999999818,0.5
train,5,11,0.8558875189887153,0.0,0.0,0.0,0.0,0.0,0.9999999999999817,0.5
train,5,12,0.8774651421440972,0.0,0.0,0.0,0.0,0.0,0.9999999999999819,0.5
train,5,13,0.8589986165364584,0.0,0.0,0.0,0.0,0.0,0.9999999999999818,0.5
train,5,14,0.8442043728298612,0.0,0.0,0.0,0.0,0.0,0.9999999999999816,0.5
train,5,15,0.9047342936197916,0.0,0.0,0.0,0.0,0.0,0.9999999999999822,0.5
train,5,16,0.8386908637152778,0.0,0.0,0.0,0.0,0.0,0.9999999999999816,0.5
train,5,17,0.8546702067057291,0.0,0.0,0.0,0.0,0.0,0.9999999999999817,0.5
train,6,0,0.889984130859375,0.0,0.0,0.0,0.0,0.0,0.999999999999982,0.5
train,6,1,0.9047342936197916,0.0,0.0,0.0,0.0,0.0,0.9999999999999822,0.5
train,6,2,0.9002651638454862,0.0,0.0,0.0,0.0,0.0,0.9999999999999821,0.5
train,6,3,0.860260009765625,0.0,0.0,0.0,0.0,0.0,0.9999999999999818,0.5
train,6,4,0.8554772271050347,0.0,0.0,0.0,0.0,0.0,0.9999999999999817,0.5
train,6,5,0.8675011528862847,0.0,0.0,0.0,0.0,0.0,0.9999999999999818,0.5
train,6,6,0.8558875189887153,0.0,0.0,0.0,0.0,0.0,0.9999999999999817,0.5
train,6,7,0.8882666693793403,0.0,0.0,0.0,0.0,0.0,0.999999999999982,0.5
train,6,8,0.8887871636284722,0.0,0.0,0.0,0.0,0.0,0.999999999999982,0.5000026932844542
train,6,9,0.8469458685980903,0.0,0.0,0.0,0.0,0.0,0.9999999999999816,0.49999480562918897
train,6,10,0.8774651421440972,0.0,0.0,0.0,0.0,0.0,0.9999999999999819,0.5000027096621915
train,6,11,0.8442043728298612,0.0,0.0,0.0,0.0,0.0,0.9999999999999816,0.4999981908415002
train,6,12,0.9073842366536459,0.0,0.0,0.0,0.0,0.0,0.9999999999999822,0.5
train,6,13,0.8498653835720487,0.0,0.0,0.0,0.0,0.0,0.9999999999999817,0.5
train,6,14,0.8546702067057291,0.0,0.0,0.0,0.0,0.0,0.9999999999999817,0.5
train,6,15,0.8386908637152778,0.0,0.0,0.0,0.0,0.0,0.9999999999999816,0.5
train,6,16,0.9077962239583334,0.0,0.0,0.0,0.0,0.0,0.9999999999999822,0.5
train,6,17,0.8589986165364584,0.0,0.0,0.0,0.0,0.0,0.9999999999999818,0.5
train,7,0,0.889984130859375,0.0,0.0,0.0,0.0,0.0,0.999999999999982,0.5
train,7,1,0.8386908637152778,0.0,0.0,0.0,0.0,0.0,0.9999999999999816,0.5
train,7,2,0.8469458685980903,0.0,0.0,0.0,0.0,0.0,0.9999999999999816,0.5
train,7,3,0.9002651638454862,0.0,0.0,0.0,0.0,0.0,0.9999999999999821,0.5
train,7,4,0.9073842366536459,0.0,0.0,0.0,0.0,0.0,0.9999999999999822,0.5
train,7,5,0.8498653835720487,0.0,0.0,0.0,0.0,0.0,0.9999999999999817,0.5
train,7,6,0.8774651421440972,0.0,0.0,0.0,0.0,0.0,0.9999999999999819,0.5
train,7,7,0.8546702067057291,0.0,0.0,0.0,0.0,0.0,0.9999999999999817,0.5
train,7,8,0.8675011528862847,0.0,0.0,0.0,0.0,0.0,0.9999999999999818,0.5
train,7,9,0.8887871636284722,0.0,0.0,0.0,0.0,0.0,0.999999999999982,0.5
train,7,10,0.8589986165364584,0.0,0.0,0.0,0.0,0.0,0.9999999999999818,0.5
train,7,11,0.8554772271050347,0.0,0.0,0.0,0.0,0.0,0.9999999999999817,0.5
train,7,12,0.9077962239583334,0.0,0.0,0.0,0.0,0.0,0.9999999999999822,0.5
train,7,13,0.8442043728298612,0.0,0.0,0.0,0.0,0.0,0.9999999999999816,0.5
train,7,14,0.8558875189887153,0.0,0.0,0.0,0.0,0.0,0.9999999999999817,0.5
train,7,15,0.860260009765625,0.0,0.0,0.0,0.0,0.0,0.9999999999999818,0.5
train,7,16,0.9047342936197916,0.0,0.0,0.0,0.0,0.0,0.9999999999999822,0.5
train,7,17,0.8882666693793403,0.0,0.0,0.0,0.0,0.0,0.999999999999982,0.5
train,8,0,0.9047342936197916,0.0,0.0,0.0,0.0,0.0,0.9999999999999822,0.5
train,8,1,0.8887871636284722,0.0,0.0,0.0,0.0,0.0,0.999999999999982,0.5
train,8,2,0.8774651421440972,0.0,0.0,0.0,0.0,0.0,0.9999999999999819,0.5
train,8,3,0.860260009765625,0.0,0.0,0.0,0.0,0.0,0.9999999999999818,0.5
train,8,4,0.9077962239583334,0.0,0.0,0.0,0.0,0.0,0.9999999999999822,0.5
train,8,5,0.8386908637152778,0.0,0.0,0.0,0.0,0.0,0.9999999999999816,0.5
train,8,6,0.8469458685980903,0.0,0.0,0.0,0.0,0.0,0.9999999999999816,0.5
train,8,7,0.9073842366536459,0.0,0.0,0.0,0.0,0.0,0.9999999999999822,0.5
train,8,8,0.8558875189887153,0.0,0.0,0.0,0.0,0.0,0.9999999999999817,0.5
train,8,9,0.8498653835720487,0.0,0.0,0.0,0.0,0.0,0.9999999999999817,0.5
train,8,10,0.8546702067057291,0.0,0.0,0.0,0.0,0.0,0.9999999999999817,0.5
train,8,11,0.8554772271050347,0.0,0.0,0.0,0.0,0.0,0.9999999999999817,0.5
train,8,12,0.889984130859375,0.0,0.0,0.0,0.0,0.0,0.999999999999982,0.5
train,8,13,0.9002651638454862,0.0,0.0,0.0,0.0,0.0,0.9999999999999821,0.5
train,8,14,0.8675011528862847,0.0,0.0,0.0,0.0,0.0,0.9999999999999818,0.5
train,8,15,0.8589986165364584,0.0,0.0,0.0,0.0,0.0,0.9999999999999818,0.5
train,8,16,0.8882666693793403,0.0,0.0,0.0,0.0,0.0,0.999999999999982,0.5
train,8,17,0.8442043728298612,0.0,0.0,0.0,0.0,0.0,0.9999999999999816,0.5
train,9,0,0.8882666693793403,0.0,0.0,0.0,0.0,0.0,0.999999999999982,0.5
train,9,1,0.8675011528862847,0.0,0.0,0.0,0.0,0.0,0.9999999999999818,0.5
train,9,2,0.9047342936197916,0.0,0.0,0.0,0.0,0.0,0.9999999999999822,0.5
train,9,3,0.8498653835720487,0.0,0.0,0.0,0.0,0.0,0.9999999999999817,0.5
train,9,4,0.8774651421440972,0.0,0.0,0.0,0.0,0.0,0.9999999999999819,0.5
train,9,5,0.8469458685980903,0.0,0.0,0.0,0.0,0.0,0.9999999999999816,0.5
train,9,6,0.889984130859375,0.0,0.0,0.0,0.0,0.0,0.999999999999982,0.5
train,9,7,0.9073842366536459,0.0,0.0,0.0,0.0,0.0,0.9999999999999822,0.5
train,9,8,0.8554772271050347,0.0,0.0,0.0,0.0,0.0,0.9999999999999817,0.5
train,9,9,0.9077962239583334,0.0,0.0,0.0,0.0,0.0,0.9999999999999822,0.5
train,9,10,0.8546702067057291,0.0,0.0,0.0,0.0,0.0,0.9999999999999817,0.5
train,9,11,0.8887871636284722,0.0,0.0,0.0,0.0,0.0,0.999999999999982,0.5
train,9,12,0.8386908637152778,0.0,0.0,0.0,0.0,0.0,0.9999999999999816,0.5
train,9,13,0.9002651638454862,0.0,0.0,0.0,0.0,0.0,0.9999999999999821,0.5
train,9,14,0.8558875189887153,0.0,0.0,0.0,0.0,0.0,0.9999999999999817,0.5
train,9,15,0.8442043728298612,0.0,0.0,0.0,0.0,0.0,0.9999999999999816,0.5
train,9,16,0.8589986165364584,0.0,0.0,0.0,0.0,0.0,0.9999999999999818,0.5
train,9,17,0.860260009765625,0.0,0.0,0.0,0.0,0.0,0.9999999999999818,0.5
train,10,0,0.8546702067057291,0.0,0.0,0.0,0.0,0.0,0.9999999999999817,0.5
train,10,1,0.889984130859375,0.0,0.0,0.0,0.0,0.0,0.999999999999982,0.5
train,10,2,0.9002651638454862,0.0,0.0,0.0,0.0,0.0,0.9999999999999821,0.5
train,10,3,0.9077962239583334,0.0,0.0,0.0,0.0,0.0,0.9999999999999822,0.5
train,10,4,0.860260009765625,0.0,0.0,0.0,0.0,0.0,0.9999999999999818,0.5
train,10,5,0.8386908637152778,0.0,0.0,0.0,0.0,0.0,0.9999999999999816,0.5
train,10,6,0.9047342936197916,0.0,0.0,0.0,0.0,0.0,0.9999999999999822,0.5
train,10,7,0.8774651421440972,0.0,0.0,0.0,0.0,0.0,0.9999999999999819,0.5
train,10,8,0.8498653835720487,0.0,0.0,0.0,0.0,0.0,0.9999999999999817,0.5
train,10,9,0.8887871636284722,0.0,0.0,0.0,0.0,0.0,0.999999999999982,0.5
train,10,10,0.8589986165364584,0.0,0.0,0.0,0.0,0.0,0.9999999999999818,0.5
train,10,11,0.8442043728298612,0.0,0.0,0.0,0.0,0.0,0.9999999999999816,0.5
train,10,12,0.8675011528862847,0.0,0.0,0.0,0.0,0.0,0.9999999999999818,0.5
train,10,13,0.9073842366536459,0.0,0.0,0.0,0.0,0.0,0.9999999999999822,0.5
train,10,14,0.8554772271050347,0.0,0.0,0.0,0.0,0.0,0.9999999999999817,0.5
train,10,15,0.8469458685980903,0.0,0.0,0.0,0.0,0.0,0.9999999999999816,0.5
train,10,16,0.8558875189887153,0.0,0.0,0.0,0.0,0.0,0.9999999999999817,0.5
train,10,17,0.8882666693793403,0.0,0.0,0.0,0.0,0.0,0.999999999999982,0.5
train,11,0,0.860260009765625,0.0,0.0,0.0,0.0,0.0,0.9999999999999818,0.5
train,11,1,0.9002651638454862,0.0,0.0,0.0,0.0,0.0,0.9999999999999821,0.5
train,11,2,0.9047342936197916,0.0,0.0,0.0,0.0,0.0,0.9999999999999822,0.5
train,11,3,0.8442043728298612,0.0,0.0,0.0,0.0,0.0,0.9999999999999816,0.5
train,11,4,0.8554772271050347,0.0,0.0,0.0,0.0,0.0,0.9999999999999817,0.5
train,11,5,0.8558875189887153,0.0,0.0,0.0,0.0,0.0,0.9999999999999817,0.5
train,11,6,0.8887871636284722,0.0,0.0,0.0,0.0,0.0,0.999999999999982,0.5
train,11,7,0.8589986165364584,0.0,0.0,0.0,0.0,0.0,0.9999999999999818,0.5
train,11,8,0.8675011528862847,0.0,0.0,0.0,0.0,0.0,0.9999999999999818,0.5
train,11,9,0.8882666693793403,0.0,0.0,0.0,0.0,0.0,0.999999999999982,0.5
train,11,10,0.8386908637152778,0.0,0.0,0.0,0.0,0.0,0.9999999999999816,0.5
train,11,11,0.8498653835720487,0.0,0.0,0.0,0.0,0.0,0.9999999999999817,0.5
train,11,12,0.9073842366536459,0.0,0.0,0.0,0.0,0.0,0.9999999999999822,0.5
train,11,13,0.9077962239583334,0.0,0.0,0.0,0.0,0.0,0.9999999999999822,0.5
train,11,14,0.889984130859375,0.0,0.0,0.0,0.0,0.0,0.999999999999982,0.5
train,11,15,0.8774651421440972,0.0,0.0,0.0,0.0,0.0,0.9999999999999819,0.5
train,11,16,0.8469458685980903,0.0,0.0,0.0,0.0,0.0,0.9999999999999816,0.5
train,11,17,0.8546702067057291,0.0,0.0,0.0,0.0,0.0,0.9999999999999817,0.5
train,12,0,0.9047342936197916,0.0,0.0,0.0,0.0,0.0,0.9999999999999822,0.5
train,12,1,0.8554772271050347,0.0,0.0,0.0,0.0,0.0,0.9999999999999817,0.5
train,12,2,0.8558875189887153,0.0,0.0,0.0,0.0,0.0,0.9999999999999817,0.5
train,12,3,0.9077962239583334,0.0,0.0,0.0,0.0,0.0,0.9999999999999822,0.5
train,12,4,0.8675011528862847,0.0,0.0,0.0,0.0,0.0,0.9999999999999818,0.5
train,12,5,0.9073842366536459,0.0,0.0,0.0,0.0,0.0,0.9999999999999822,0.5
train,12,6,0.8442043728298612,0.0,0.0,0.0,0.0,0.0,0.9999999999999816,0.5
train,12,7,0.8589986165364584,0.0,0.0,0.0,0.0,0.0,0.9999999999999818,0.5
train,12,8,0.889984130859375,0.0,0.0,0.0,0.0,0.0,0.999999999999982,0.5
train,12,9,0.9002651638454862,0.0,0.0,0.0,0.0,0.0,0.9999999999999821,0.5
train,12,10,0.8546702067057291,0.0,0.0,0.0,0.0,0.0,0.9999999999999817,0.5
train,12,11,0.8774651421440972,0.0,0.0,0.0,0.0,0.0,0.9999999999999819,0.5
train,12,12,0.8882666693793403,0.0,0.0,0.0,0.0,0.0,0.999999999999982,0.5
train,12,13,0.8887871636284722,0.0,0.0,0.0,0.0,0.0,0.999999999999982,0.5
train,12,14,0.860260009765625,0.0,0.0,0.0,0.0,0.0,0.9999999999999818,0.5
train,12,15,0.8386908637152778,0.0,0.0,0.0,0.0,0.0,0.9999999999999816,0.5
train,12,16,0.8469458685980903,0.0,0.0,0.0,0.0,0.0,0.9999999999999816,0.5
train,12,17,0.8498653835720487,0.0,0.0,0.0,0.0,0.0,0.9999999999999817,0.5
train,13,0,0.8887871636284722,0.0,0.0,0.0,0.0,0.0,0.999999999999982,0.5
train,13,1,0.9047342936197916,0.0,0.0,0.0,0.0,0.0,0.9999999999999822,0.5
train,13,2,0.8589986165364584,0.0,0.0,0.0,0.0,0.0,0.9999999999999818,0.5
train,13,3,0.860260009765625,0.0,0.0,0.0,0.0,0.0,0.9999999999999818,0.5
train,13,4,0.8774651421440972,0.0,0.0,0.0,0.0,0.0,0.9999999999999819,0.5
train,13,5,0.8882666693793403,0.0,0.0,0.0,0.0,0.0,0.999999999999982,0.5
train,13,6,0.8675011528862847,0.0,0.0,0.0,0.0,0.0,0.9999999999999818,0.5
train,13,7,0.8469458685980903,0.0,0.0,0.0,0.0,0.0,0.9999999999999816,0.5
train,13,8,0.8442043728298612,0.0,0.0,0.0,0.0,0.0,0.9999999999999816,0.5
train,13,9,0.8558875189887153,0.0,0.0,0.0,0.0,0.0,0.9999999999999817,0.5
train,13,10,0.889984130859375,0.0,0.0,0.0,0.0,0.0,0.999999999999982,0.5
train,13,11,0.9002651638454862,0.0,0.0,0.0,0.0,0.0,0.9999999999999821,0.5
train,13,12,0.8554772271050347,0.0,0.0,0.0,0.0,0.0,0.9999999999999817,0.5
train,13,13,0.8498653835720487,0.0,0.0,0.0,0.0,0.0,0.9999999999999817,0.5
train,13,14,0.9077962239583334,0.0,0.0,0.0,0.0,0.0,0.9999999999999822,0.5
train,13,15,0.8546702067057291,0.0,0.0,0.0,0.0,0.0,0.9999999999999817,0.5
train,13,16,0.8386908637152778,0.0,0.0,0.0,0.0,0.0,0.9999999999999816,0.5
train,13,17,0.9073842366536459,0.0,0.0,0.0,0.0,0.0,0.9999999999999822,0.5
train,14,0,0.8887871636284722,0.0,0.0,0.0,0.0,0.0,0.999999999999982,0.5
train,14,1,0.8882666693793403,0.0,0.0,0.0,0.0,0.0,0.999999999999982,0.5
train,14,2,0.8554772271050347,0.0,0.0,0.0,0.0,0.0,0.9999999999999817,0.5
train,14,3,0.8589986165364584,0.0,0.0,0.0,0.0,0.0,0.9999999999999818,0.5
train,14,4,0.8386908637152778,0.0,0.0,0.0,0.0,0.0,0.9999999999999816,0.5
train,14,5,0.8469458685980903,0.0,0.0,0.0,0.0,0.0,0.9999999999999816,0.5
train,14,6,0.8498653835720487,0.0,0.0,0.0,0.0,0.0,0.9999999999999817,0.5
train,14,7,0.8558875189887153,0.0,0.0,0.0,0.0,0.0,0.9999999999999817,0.5
train,14,8,0.8546702067057291,0.0,0.0,0.0,0.0,0.0,0.9999999999999817,0.5
train,14,9,0.9047342936197916,0.0,0.0,0.0,0.0,0.0,0.9999999999999822,0.5
train,14,10,0.9077962239583334,0.0,0.0,0.0,0.0,0.0,0.9999999999999822,0.5
train,14,11,0.9002651638454862,0.0,0.0,0.0,0.0,0.0,0.9999999999999821,0.5
train,14,12,0.860260009765625,0.0,0.0,0.0,0.0,0.0,0.9999999999999818,0.5
train,14,13,0.8442043728298612,0.0,0.0,0.0,0.0,0.0,0.9999999999999816,0.5
train,14,14,0.889984130859375,0.0,0.0,0.0,0.0,0.0,0.999999999999982,0.5
train,14,15,0.8774651421440972,0.0,0.0,0.0,0.0,0.0,0.9999999999999819,0.5
train,14,16,0.8675011528862847,0.0,0.0,0.0,0.0,0.0,0.9999999999999818,0.5
train,14,17,0.9073842366536459,0.0,0.0,0.0,0.0,0.0,0.9999999999999822,0.5
train,15,0,0.8589986165364584,0.0,0.0,0.0,0.0,0.0,0.9999999999999818,0.5
train,15,1,0.8882666693793403,0.0,0.0,0.0,0.0,0.0,0.999999999999982,0.5
train,15,2,0.8498653835720487,0.0,0.0,0.0,0.0,0.0,0.9999999999999817,0.5
train,15,3,0.8442043728298612,0.0,0.0,0.0,0.0,0.0,0.9999999999999816,0.5
train,15,4,0.8887871636284722,0.0,0.0,0.0,0.0,0.0,0.999999999999982,0.5
train,15,5,0.9073842366536459,0.0,0.0,0.0,0.0,0.0,0.9999999999999822,0.5
train,15,6,0.8774651421440972,0.0,0.0,0.0,0.0,0.0,0.9999999999999819,0.5
train,15,7,0.8554772271050347,0.0,0.0,0.0,0.0,0.0,0.9999999999999817,0.5
train,15,8,0.9002651638454862,0.0,0.0,0.0,0.0,0.0,0.9999999999999821,0.5
train,15,9,0.8675011528862847,0.0,0.0,0.0,0.0,0.0,0.9999999999999818,0.5
train,15,10,0.8558875189887153,0.0,0.0,0.0,0.0,0.0,0.9999999999999817,0.5
train,15,11,0.9077962239583334,0.0,0.0,0.0,0.0,0.0,0.9999999999999822,0.5
train,15,12,0.8469458685980903,0.0,0.0,0.0,0.0,0.0,0.9999999999999816,0.5
train,15,13,0.889984130859375,0.0,0.0,0.0,0.0,0.0,0.999999999999982,0.5
train,15,14,0.8386908637152778,0.0,0.0,0.0,0.0,0.0,0.9999999999999816,0.5
train,15,15,0.9047342936197916,0.0,0.0,0.0,0.0,0.0,0.9999999999999822,0.5
train,15,16,0.8546702067057291,0.0,0.0,0.0,0.0,0.0,0.9999999999999817,0.5
train,15,17,0.860260009765625,0.0,0.0,0.0,0.0,0.0,0.9999999999999818,0.5
train,16,0,0.9077962239583334,0.0,0.0,0.0,0.0,0.0,0.9999999999999822,0.5
train,16,1,0.9002651638454862,0.0,0.0,0.0,0.0,0.0,0.9999999999999821,0.5
train,16,2,0.8887871636284722,0.0,0.0,0.0,0.0,0.0,0.999999999999982,0.5
train,16,3,0.889984130859375,0.0,0.0,0.0,0.0,0.0,0.999999999999982,0.5
train,16,4,0.8774651421440972,0.0,0.0,0.0,0.0,0.0,0.9999999999999819,0.5
train,16,5,0.860260009765625,0.0,0.0,0.0,0.0,0.0,0.9999999999999818,0.5
train,16,6,0.8554772271050347,0.0,0.0,0.0,0.0,0.0,0.9999999999999817,0.5
